random_seed	Test	Value	Num_Obs	AUPR	F1	MCC
52			38225	0.11832555987554928	0.22246455834242093	0.24965839954339653
53			38225	0.11469802581869537	0.2139917695473251	0.23939869837928512
54			38225	0.10230020248042698	0.21167883211678828	0.22425895082485653
55			38225	0.12054066674367732	0.21751152073732719	0.23456202187875524
56			38225	0.09368201061117515	0.2137546468401487	0.21926615486217563
57			38225	0.11895536759600189	0.22653061224489796	0.2483494234840293
58			38225	0.10849751204481624	0.21759697256385996	0.22257277580083304
59			38225	0.10267874424020089	0.19151036525172754	0.20108894650384937
60			38225	0.11493930191580747	0.2120075046904315	0.23027979909851098
61			38225	0.12492042301668069	0.24196597353497165	0.24820978531319993
