target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YCL063W	YIL131C	0.999989						1.000000	5.000000	1.000000
YBR065C	YNL167C	0.999989						1.000000	5.000000	1.000000
YBR065C	YJL206C	0.999989						1.000000	5.000000	1.000000
YCL063W	YLR098C	0.999989						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999987						1.000000	5.000000	1.000000
YLR360W	YGL013C	0.999983						1.000000	5.000000	1.000000
YPR157W	YPR008W	0.999976						1.000000	5.000000	0.985242
YJR044C	YPR199C	0.999974						1.000000	5.000000	0.886857
YJL153C	YOR140W	0.999973						1.000000	5.000000	0.898927
YNR001C	YGL252C	0.999969						1.000000	5.000000	0.845384
YJL153C	YHL020C	0.999968						1.000000	5.000000	0.860196
YMR202W	YDR213W	0.999968						1.000000	5.000000	0.834017
YDR101C	YPL128C	0.999966						1.000000	5.000000	0.806579
YCR005C	YDR213W	0.999964						1.000000	5.000000	0.814551
YJR139C	YOR032C	0.999962						1.000000	5.000000	0.789954
YAL040C	YOR113W	0.999961						1.000000	5.000000	0.787474
YHR128W	YDR520C	0.999960						1.000000	5.000000	0.780696
YPR157W	YIL131C	0.999959						1.000000	5.000000	0.720037
YOL155C	YGR044C	0.999956						1.000000	5.000000	0.738757
YNR044W	YCL055W	0.999953						1.000000	5.000000	0.699080
YPR173C	YHL009C	0.999950						1.000000	5.000000	0.686244
YKL216W	YLR014C	0.999950						1.000000	5.000000	0.655798
YKR039W	YDR259C	0.999948						1.000000	5.000000	0.655461
YCR005C	YOL067C	0.999948						1.000000	5.000000	0.638590
YJL088W	YMR042W	0.999939						1.000000	5.000000	0.596767
YKL096W	YBR182C	0.999933						1.000000	5.000000	0.575005
YJL190C	YLR223C	0.999933						1.000000	5.000000	0.575825
YBR222C	YMR019W	0.999932						1.000000	5.000000	0.592594
YDL184C	YDR421W	0.999932						1.000000	5.000000	0.574164
YML085C	YCR065W	0.999932						1.000000	5.000000	0.575905
YDL022W	YOL116W	0.999930						1.000000	5.000000	0.566260
YDR154C	YER169W	0.999929						1.000000	5.000000	0.569474
YDR345C	YKL038W	0.999929						1.000000	5.000000	0.576124
YDR515W	YJR127C	0.999925						1.000000	5.000000	0.558494
YDR055W	YKL185W	0.999920						1.000000	5.000000	0.555890
YBR208C	YKR034W	0.999919						1.000000	5.000000	0.540549
YJL178C	YLR013W	0.999912						1.000000	5.000000	0.485047
YML028W	YJL056C	0.999911						1.000000	5.000000	0.503324
YGR172C	YPL248C	0.999905						1.000000	5.000000	0.493292
YER025W	YMR042W	0.999904						1.000000	5.000000	0.489488
YGR234W	YOL089C	0.999899						1.000000	5.000000	0.466741
YHL048W	YMR182C	0.999899						1.000000	5.000000	0.453310
YLR375W	YMR182C	0.999895						1.000000	5.000000	0.461644
YJL088W	YML099C	0.999895						1.000000	5.000000	0.457117
YMR202W	YOL067C	0.999894						0.000000	-5.000000	0.448462
YDR174W	YJL089W	0.999889						1.000000	5.000000	0.427302
YDR497C	YHL020C	0.999882						1.000000	5.000000	0.441335
YKL043W	YBR239C	0.999878						1.000000	5.000000	0.426162
YGL077C	YMR021C	0.999875						1.000000	5.000000	0.401718
YJL034W	YFL031W	0.999873						1.000000	5.000000	0.420524
YDL022W	YMR172W	0.999871						1.000000	5.000000	0.410787
YOR136W	YDR043C	0.999868						1.000000	5.000000	0.417044
YDR055W	YDR146C	0.999846						1.000000	5.000000	0.383283
YHR179W	YJL089W	0.999845						1.000000	5.000000	0.397635
YKL007W	YMR164C	0.999845						1.000000	5.000000	0.392719
YML123C	YFR034C	0.999841						1.000000	5.000000	0.379815
YIR034C	YDR463W	0.999841						1.000000	5.000000	0.378003
YGR175C	YIR033W	0.999840						1.000000	5.000000	0.367181
YLR372W	YIR033W	0.999837						1.000000	5.000000	0.366020
YBL030C	YPL177C	0.999835						1.000000	5.000000	0.382603
YCL043C	YFL031W	0.999833						1.000000	5.000000	0.361393
YIR032C	YKR034W	0.999832						1.000000	5.000000	0.380391
YML123C	YDL106C	0.999830						1.000000	5.000000	0.364158
YER062C	YMR172W	0.999830						1.000000	5.000000	0.364243
YFR017C	YER028C	0.999827						1.000000	5.000000	0.351956
YHR183W	YDR310C	0.999826						1.000000	5.000000	0.370029
YER124C	YDR146C	0.999818						1.000000	5.000000	0.349876
YBR105C	YBR239C	0.999817						1.000000	5.000000	0.347636
YNR001C	YBL103C	0.999812						1.000000	5.000000	0.338413
YLR303W	YNL103W	0.999801						1.000000	5.000000	0.334426
YNL327W	YDR146C	0.999801	1.000000	1.000000	0.001437	0.037633	0.002869	0.000000	5.000000	0.357515
YGL253W	YKL038W	0.999800						1.000000	5.000000	0.345494
YDR225W	YER111C	0.999794						1.000000	5.000000	0.330238
YHR174W	YJL056C	0.999790						1.000000	5.000000	0.334706
YHR064C	YBL005W	0.999789						1.000000	5.000000	0.342940
YGL012W	YLR228C	0.999788						1.000000	5.000000	0.338958
YBL042C	YOL116W	0.999782						1.000000	5.000000	0.346305
YHR094C	YKL038W	0.999777						1.000000	5.000000	0.315901
YBL027W	YLR223C	0.999775						1.000000	5.000000	0.375792
YER091C	YNL103W	0.999773						1.000000	5.000000	0.332307
YDR064W	YLR223C	0.999771						1.000000	5.000000	0.309903
YOR226C	YLR451W	0.999769						1.000000	5.000000	0.308199
YMR202W	YLR228C	0.999769						1.000000	5.000000	0.322758
YBR092C	YDR081C	0.999763						1.000000	5.000000	0.308238
YFR041C	YMR019W	0.999761						1.000000	5.000000	0.304011
YBR071W	YKL185W	0.999761						1.000000	5.000000	0.328270
YLR420W	YLR014C	0.999760						1.000000	5.000000	0.319478
YER072W	YFR034C	0.999753						1.000000	5.000000	0.309528
YGL226W	YHL009C	0.999750						1.000000	5.000000	0.326891
YOL155C	YJL056C	0.999747						1.000000	5.000000	0.325967
YGR209C	YOL028C	0.999746						1.000000	5.000000	0.321324
YMR202W	YCR065W	0.999743						1.000000	5.000000	0.319761
YGR172C	YBR049C	0.999740						1.000000	5.000000	0.310546
YKL164C	YDR146C	0.999738	1.000000	1.000000	0.002874	0.053222	0.005731	0.000000	5.000000	0.314014
YML063W	YLR223C	0.999731						1.000000	5.000000	0.302858
YPL135W	YPL202C	0.999727						1.000000	5.000000	0.299856
YGR182C	YNL314W	0.999726						1.000000	5.000000	0.288940
YHR174W	YNL199C	0.999719						1.000000	5.000000	0.304575
YGL253W	YGL035C	0.999718						1.000000	5.000000	0.282628
YBL030C	YKL109W	0.999718						1.000000	5.000000	0.305248
YOR136W	YBL103C	0.999717						1.000000	5.000000	0.313381
YDR033W	YMR043W	0.999716						1.000000	5.000000	0.322570
YNL066W	YPL089C	0.999711						1.000000	5.000000	0.354771
YKL197C	YJR127C	0.999710						1.000000	5.000000	0.304881
YOR096W	YLR223C	0.999710						0.000000	5.000000	0.339344
YIR028W	YIR023W	0.999707						1.000000	5.000000	0.295560
YDR298C	YKL109W	0.999702						1.000000	5.000000	0.279104
YGR019W	YDL170W	0.999701						1.000000	5.000000	0.275060
YDR084C	YML099C	0.999700						1.000000	5.000000	0.290237
YKL164C	YKL185W	0.999698	0.000000	0.666667	0.002874	0.043141	0.005722	0.000000	5.000000	0.296403
YNL069C	YLR223C	0.999698						1.000000	5.000000	0.359618
YGL077C	YOL108C	0.999696						1.000000	5.000000	0.287447
YBR137W	YDR520C	0.999695						1.000000	5.000000	0.278750
YLR333C	YLR223C	0.999689						1.000000	5.000000	0.273992
YHR143W	YKL185W	0.999687						0.000000	-5.000000	0.306934
YHR026W	YBR049C	0.999682						1.000000	5.000000	0.321351
YOR289W	YHR006W	0.999681						1.000000	5.000000	0.266797
YGR157W	YHL020C	0.999679						1.000000	5.000000	0.271054
YNL036W	YMR070W	0.999673						1.000000	5.000000	0.286027
YGL077C	YPL177C	0.999666						1.000000	5.000000	0.282809
YNL312W	YDL170W	0.999665						1.000000	5.000000	0.270642
YGL028C	YDR146C	0.999662	0.000000	0.500000	0.002874	0.037089	0.005714	0.000000	5.000000	0.272651
YJL153C	YOL108C	0.999662						1.000000	5.000000	0.349011
YJL106W	YJR094C	0.999661						1.000000	5.000000	0.354270
YLR038C	YKL109W	0.999660						1.000000	5.000000	0.258874
YHR070W	YEL009C	0.999654						1.000000	5.000000	0.279858
YER072W	YJR060W	0.999653						1.000000	5.000000	0.268144
YDL130W	YLR223C	0.999651						1.000000	5.000000	0.537630
YLR185W	YLR223C	0.999648						1.000000	5.000000	0.275891
YBR039W	YKL109W	0.999647						1.000000	5.000000	0.290753
