random_seed	Test	Value	Num_Obs	AUPR	F1	MCC
52			38293	0.07420860326055079	0.17176470588235293	0.19871879132094605
53			38293	0.047153059386042494	0.09263854425144746	0.09946605089639543
54			38293	0.07945067372829526	0.16326530612244897	0.2014034735205639
55			38293	0.06595044784012831	0.1412037037037037	0.16667750697171613
56			38293	0.04946428857548115	0.12266112266112268	0.13436478269736812
57			38293	0.06718175068837604	0.15635939323220535	0.1799577390960385
58			38293	0.06398831661562117	0.14617169373549885	0.16393126895512103
59			38293	0.06310930737649997	0.14571092831962398	0.1769692740431645
60			38293	0.0526936980144837	0.12328767123287672	0.14050354514474475
61			38293	0.07800530002995712	0.16326530612244897	0.20149602911859485
