target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YDR332W	YGL013C	0.999984						1.000000	5.000000	1.000000
YPL092W	YGL254W	0.999984						1.000000	5.000000	1.000000
YCL063W	YLR098C	0.999984						1.000000	5.000000	1.000000
YBR065C	YNL167C	0.999984						1.000000	5.000000	1.000000
YCL063W	YIL131C	0.999984						1.000000	5.000000	1.000000
YPL092W	YIL131C	0.999984						1.000000	5.000000	1.000000
YDR332W	YER045C	0.999984						1.000000	5.000000	1.000000
YBR065C	YJL206C	0.999984						1.000000	5.000000	1.000000
YPL092W	YHR124W	0.999984						1.000000	5.000000	1.000000
YPL092W	YEL009C	0.999984						1.000000	5.000000	1.000000
YPR157W	YPR008W	0.999981						1.000000	5.000000	1.000000
YPR157W	YIL131C	0.999979						1.000000	5.000000	1.000000
YPR157W	YML007W	0.999974						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999973						1.000000	5.000000	0.978785
YPR157W	YMR037C	0.999969						1.000000	5.000000	1.000000
YDR515W	YJR127C	0.999963						1.000000	5.000000	0.883892
YFR017C	YER028C	0.999963						1.000000	5.000000	0.902618
YOR236W	YBR182C	0.999963						1.000000	5.000000	0.843107
YFL021W	YJL110C	0.999962						1.000000	5.000000	0.844574
YDR101C	YPL128C	0.999956						1.000000	5.000000	0.720520
YCR005C	YDR213W	0.999956						1.000000	5.000000	0.723742
YJR044C	YPR199C	0.999953						1.000000	5.000000	0.682907
YLR360W	YGL013C	0.999952						1.000000	5.000000	0.568749
YJR148W	YJR147W	0.999952						1.000000	5.000000	0.659570
YLR375W	YMR182C	0.999947						1.000000	5.000000	0.636724
YPR173C	YHL009C	0.999945						1.000000	5.000000	0.627302
YJL178C	YLR013W	0.999943						1.000000	5.000000	0.584584
YOL155C	YGR044C	0.999943						1.000000	5.000000	0.623823
YBR222C	YMR019W	0.999942						1.000000	5.000000	0.593505
YHR128W	YDR520C	0.999940						1.000000	5.000000	0.573394
