target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YPL092W	YIL131C	0.999981						1.000000	5.000000	1.000000
YOR378W	YJR060W	0.999981						1.000000	5.000000	1.000000
YPL092W	YHR124W	0.999981						1.000000	5.000000	1.000000
YCL063W	YIL131C	0.999981						1.000000	5.000000	1.000000
YCL063W	YLR098C	0.999981						1.000000	5.000000	1.000000
YOR378W	YER111C	0.999981						1.000000	5.000000	1.000000
YLR360W	YGL013C	0.999981						1.000000	5.000000	1.000000
YOR378W	YOR380W	0.999981						1.000000	5.000000	1.000000
YPL092W	YEL009C	0.999981						1.000000	5.000000	1.000000
YLR360W	YBR083W	0.999981						1.000000	5.000000	1.000000
YOR378W	YLR176C	0.999981						1.000000	5.000000	1.000000
YDR332W	YER045C	0.999981						1.000000	5.000000	1.000000
YOR289W	YHR006W	0.999981						1.000000	5.000000	1.000000
YOR378W	YDR253C	0.999981						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999981						1.000000	5.000000	1.000000
YPL092W	YGL254W	0.999981						1.000000	5.000000	1.000000
YOR289W	YJR060W	0.999981						1.000000	5.000000	1.000000
YOR289W	YEL009C	0.999981						1.000000	5.000000	1.000000
YDR332W	YGL013C	0.999981						1.000000	5.000000	1.000000
YBR065C	YJL206C	0.999981						1.000000	5.000000	1.000000
YOR378W	YHR084W	0.999981						1.000000	5.000000	1.000000
YBR065C	YNL167C	0.999981						1.000000	5.000000	1.000000
YJR104C	YGL166W	0.999961						1.000000	5.000000	0.986276
YFR033C	YBR239C	0.999959						1.000000	5.000000	0.974015
YOR236W	YBR182C	0.999958						1.000000	5.000000	0.937552
YJL148W	YGR044C	0.999956						1.000000	5.000000	0.872279
YGR157W	YHL020C	0.999955						1.000000	5.000000	0.854712
YGR138C	YPR008W	0.999953						1.000000	5.000000	0.820626
YFL021W	YJL110C	0.999952						1.000000	5.000000	0.803185
YFR017C	YER028C	0.999950						1.000000	5.000000	0.752754
YCR005C	YDR213W	0.999945						1.000000	5.000000	0.727030
YJR044C	YPR199C	0.999945						1.000000	5.000000	0.719528
YDR515W	YJR127C	0.999945						1.000000	5.000000	0.714025
YDR101C	YPL128C	0.999943						1.000000	5.000000	0.681620
YMR202W	YDR213W	0.999941						1.000000	5.000000	0.705758
YFR033C	YKL109W	0.999941						1.000000	5.000000	0.682155
YPR173C	YHL009C	0.999941						1.000000	5.000000	0.673020
YNL300W	YKL185W	0.999939						1.000000	5.000000	0.656265
YKL216W	YLR014C	0.999937						1.000000	5.000000	0.653388
YHR128W	YDR520C	0.999937						1.000000	5.000000	0.653723
YDR174W	YJL089W	0.999933						1.000000	5.000000	0.630807
YNL312W	YDL170W	0.999931						1.000000	5.000000	0.614076
YJL178C	YLR013W	0.999929						1.000000	5.000000	0.590766
YDR345C	YKL038W	0.999928						1.000000	5.000000	0.597721
YPR141C	YCL055W	0.999927						1.000000	5.000000	0.612079
YBR222C	YMR019W	0.999926						1.000000	5.000000	0.554374
YIR032C	YKR034W	0.999925						1.000000	5.000000	0.553117
YFL014W	YOL116W	0.999921						1.000000	5.000000	0.548337
YJR104C	YHR206W	0.999920						1.000000	5.000000	0.568360
YPR035W	YOL116W	0.999918						1.000000	5.000000	0.509881
YJL153C	YHL020C	0.999917						1.000000	5.000000	0.509549
YBR019C	YML051W	0.999916						1.000000	5.000000	1.000000
YER062C	YMR172W	0.999914						1.000000	5.000000	0.488823
YNL134C	YOL089C	0.999911						1.000000	5.000000	0.486073
YLR375W	YMR182C	0.999910						1.000000	5.000000	0.501110
YGL062W	YOL067C	0.999910						1.000000	5.000000	0.473614
YKL164C	YDR146C	0.999909	1.000000	1.000000	0.001395	0.037070	0.002786	0.000000	5.000000	0.473899
YJL153C	YOR140W	0.999906						1.000000	5.000000	0.453532
YFL014W	YMR172W	0.999906						1.000000	5.000000	0.458347
YLR420W	YLR014C	0.999903						1.000000	5.000000	0.453262
YDL179W	YDR146C	0.999901						1.000000	5.000000	0.459883
YBR137W	YDR520C	0.999892						1.000000	5.000000	0.413431
YKR039W	YDR259C	0.999892						1.000000	5.000000	0.414345
YJL078C	YLR131C	0.999891						1.000000	5.000000	0.469494
YJL026W	YER169W	0.999891						1.000000	5.000000	0.420976
YDR378C	YDR421W	0.999890						1.000000	5.000000	0.410333
YML085C	YCR065W	0.999887						1.000000	5.000000	0.403704
YER025W	YBR049C	0.999886						1.000000	5.000000	0.414321
YGR157W	YOR140W	0.999885						0.000000	-5.000000	0.413761
YDR055W	YDR146C	0.999885	1.000000	1.000000	0.002789	0.052426	0.005563	0.000000	5.000000	0.409284
YCR005C	YOL067C	0.999884						1.000000	5.000000	0.430740
YCL043C	YFL031W	0.999883						1.000000	5.000000	0.394684
YFR033C	YKL020C	0.999879						1.000000	5.000000	0.394258
YJL159W	YDR146C	0.999878						1.000000	5.000000	0.391916
YDR377W	YDR421W	0.999878						1.000000	5.000000	0.396878
YJR139C	YOR032C	0.999877						1.000000	5.000000	0.386925
YKR024C	YPL128C	0.999874						1.000000	5.000000	0.411654
YOR236W	YIL131C	0.999874						1.000000	5.000000	0.406533
YJL190C	YLR223C	0.999872						1.000000	5.000000	0.366379
YHR051W	YBL021C	0.999868						1.000000	5.000000	0.374511
YGL226W	YHL009C	0.999868						1.000000	5.000000	0.382323
YNL327W	YDR146C	0.999865						1.000000	5.000000	0.374593
YGL077C	YMR021C	0.999864						1.000000	5.000000	0.376710
YJL034W	YFL031W	0.999864						1.000000	5.000000	0.370569
YNR067C	YLR131C	0.999864						1.000000	5.000000	0.387646
YFR041C	YMR019W	0.999862						1.000000	5.000000	0.373589
YML123C	YFR034C	0.999859						1.000000	5.000000	0.366738
YDR298C	YKL109W	0.999856						1.000000	5.000000	0.362131
YDR154C	YER169W	0.999848						1.000000	5.000000	0.349893
YGL055W	YMR164C	0.999848						1.000000	5.000000	0.355401
YNL030W	YNL103W	0.999848						1.000000	5.000000	0.346183
YGR211W	YGL073W	0.999844						1.000000	5.000000	0.347672
YMR058W	YPL202C	0.999841						1.000000	5.000000	0.346066
YMR186W	YDR259C	0.999841						1.000000	5.000000	0.348394
YDL075W	YLR223C	0.999839						1.000000	5.000000	0.357863
YDR084C	YML099C	0.999838						1.000000	5.000000	0.338858
YPL158C	YDR146C	0.999835						1.000000	5.000000	0.345990
YOR293W	YLR223C	0.999833						1.000000	5.000000	0.344999
YOL055C	YDR081C	0.999831						1.000000	5.000000	0.336127
YDL004W	YKL109W	0.999822						1.000000	5.000000	0.318230
YLR044C	YPL075W	0.999818						1.000000	5.000000	0.320585
YFR033C	YNL216W	0.999815						1.000000	5.000000	0.335253
YGR175C	YIR033W	0.999813						1.000000	5.000000	0.315025
YDR377W	YKL109W	0.999812						1.000000	5.000000	0.313455
YIR034C	YDR463W	0.999811						1.000000	5.000000	0.322795
YER025W	YMR042W	0.999811						1.000000	5.000000	0.320214
YGL253W	YKL038W	0.999811						1.000000	5.000000	0.318230
YHR064C	YBL005W	0.999809						1.000000	5.000000	0.301875
YDL075W	YOR032C	0.999807						1.000000	5.000000	0.327339
YER072W	YFR034C	0.999801						1.000000	5.000000	0.316450
YDR224C	YER111C	0.999801						1.000000	5.000000	0.319059
YER069W	YMR042W	0.999797						1.000000	5.000000	0.305475
YKR039W	YIR023W	0.999796						1.000000	5.000000	0.298362
YPL106C	YGL073W	0.999796						1.000000	5.000000	0.323921
YJL012C	YJR060W	0.999794						1.000000	5.000000	0.305351
YBR019C	YOR363C	0.999794						1.000000	5.000000	1.000000
