target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YHR128W	YDR520C	0.999999						1.000000	5.000000	1.000000
YJL178C	YLR013W	0.999996						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999990						1.000000	5.000000	1.000000
YGR138C	YPR008W	0.999985						1.000000	5.000000	1.000000
YBL042C	YOL116W	0.999978						1.000000	5.000000	1.000000
YAL040C	YOR113W	0.999973						1.000000	5.000000	1.000000
YGR138C	YER111C	0.999968						1.000000	5.000000	1.000000
YGR138C	YHR206W	0.999962						1.000000	5.000000	1.000000
YLR360W	YGL013C	0.999959						1.000000	5.000000	1.000000
YBL042C	YIR023W	0.999953						1.000000	5.000000	1.000000
YLR360W	YBR083W	0.999947						1.000000	5.000000	1.000000
YGR138C	YKL062W	0.999944						1.000000	5.000000	1.000000
YGR138C	YPR104C	0.999939						1.000000	5.000000	1.000000
YBL042C	YKL020C	0.999934						1.000000	5.000000	1.000000
YBR169C	YJL110C	0.999925						1.000000	5.000000	1.000000
YAL040C	YML027W	0.999923						1.000000	5.000000	1.000000
YBL042C	YNL027W	0.999916						1.000000	5.000000	1.000000
YBL042C	YNL216W	0.999913						1.000000	5.000000	1.000000
YGR138C	YMR037C	0.999910						1.000000	5.000000	1.000000
YAL040C	YFR034C	0.999904						1.000000	5.000000	1.000000
YGR138C	YMR016C	0.999897						1.000000	5.000000	1.000000
YAL040C	YDL056W	0.999896						1.000000	5.000000	1.000000
YAL040C	YER111C	0.999889						1.000000	5.000000	1.000000
YBL042C	YPR104C	0.999884						1.000000	5.000000	1.000000
YAL040C	YIL101C	0.999878						1.000000	5.000000	1.000000
YBR169C	YGL073W	0.999871						1.000000	5.000000	1.000000
YAL040C	YMR043W	0.999870						1.000000	5.000000	1.000000
YAL040C	YPR104C	0.999868						1.000000	5.000000	1.000000
YBL042C	YKL032C	0.999862						1.000000	5.000000	1.000000
YBL042C	YKL062W	0.999857						1.000000	5.000000	1.000000
YAL040C	YDR123C	0.999850						1.000000	5.000000	1.000000
YBL042C	YMR037C	0.999838						1.000000	5.000000	1.000000
YAL040C	YHR084W	0.999833						1.000000	5.000000	1.000000
YJR104C	YGL166W	0.999829						1.000000	5.000000	0.983786
YER001W	YOL089C	0.999823						1.000000	5.000000	0.973401
YCL064C	YLR098C	0.999817						1.000000	5.000000	0.927360
YFR033C	YBR239C	0.999812						1.000000	5.000000	0.904193
YER001W	YER111C	0.999807						1.000000	5.000000	0.863165
YKL096W	YBR182C	0.999800						1.000000	5.000000	0.791399
YJL026W	YER169W	0.999792						1.000000	5.000000	0.730187
YBR222C	YMR019W	0.999787						1.000000	5.000000	0.689477
YCR005C	YDR213W	0.999784						1.000000	5.000000	0.682669
YDL184C	YDR421W	0.999776						1.000000	5.000000	0.669523
YJL148W	YGR044C	0.999772						1.000000	5.000000	0.662921
YNR001C	YOL067C	0.999769						1.000000	5.000000	0.657196
YMR186W	YDR259C	0.999766						1.000000	5.000000	0.655018
YMR202W	YDR213W	0.999763						1.000000	5.000000	0.734768
