target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YBR065C	YJL206C	0.999996						1.000000	5.000000	1.000000
YHR128W	YDR520C	0.999996						1.000000	5.000000	1.000000
YCL063W	YLR098C	0.999993						1.000000	5.000000	1.000000
YBR065C	YNL167C	0.999992						1.000000	5.000000	1.000000
YPL092W	YGL254W	0.999988						1.000000	5.000000	1.000000
YCL063W	YIL131C	0.999986						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999985						1.000000	5.000000	1.000000
YPL092W	YHR124W	0.999977						1.000000	5.000000	1.000000
YLR360W	YGL013C	0.999976						1.000000	5.000000	1.000000
YPL092W	YIL131C	0.999973						1.000000	5.000000	1.000000
YOR236W	YBR182C	0.999971						1.000000	5.000000	1.000000
YLR360W	YBR083W	0.999967						1.000000	5.000000	1.000000
YOR236W	YOR162C	0.999965						1.000000	5.000000	1.000000
YPL092W	YEL009C	0.999964						1.000000	5.000000	1.000000
YJR104C	YGL166W	0.999950						1.000000	5.000000	0.990528
YOR236W	YIL131C	0.999949						1.000000	5.000000	1.000000
YMR202W	YDR213W	0.999947						1.000000	5.000000	0.945323
YJR044C	YPR199C	0.999943						1.000000	5.000000	0.890837
YMR186W	YDR259C	0.999941						1.000000	5.000000	0.876070
YGL062W	YOL067C	0.999927						1.000000	5.000000	0.754879
YDR101C	YPL128C	0.999924						1.000000	5.000000	0.777964
YGR138C	YPR008W	0.999917						1.000000	5.000000	0.762197
YJL148W	YGR044C	0.999913						1.000000	5.000000	0.716919
YML085C	YCR065W	0.999912						1.000000	5.000000	0.742301
YDR232W	YBL021C	0.999911						1.000000	5.000000	0.709753
YJL178C	YLR013W	0.999904						1.000000	5.000000	0.710372
YKL120W	YER169W	0.999895						1.000000	5.000000	0.612938
YDR174W	YJL089W	0.999888						1.000000	5.000000	0.680656
YBR208C	YKR034W	0.999882						1.000000	5.000000	0.656394
YKL120W	YHR006W	0.999878						0.000000	-5.000000	0.609491
YDR497C	YHL020C	0.999874						1.000000	5.000000	0.578365
YHR183W	YDR310C	0.999866						1.000000	5.000000	0.581621
YDR345C	YKL038W	0.999864						1.000000	5.000000	0.573750
YGL077C	YMR021C	0.999864						1.000000	5.000000	0.582617
YDL048C	YER169W	0.999848						1.000000	5.000000	0.517552
YBL027W	YOL028C	0.999843						1.000000	5.000000	0.526164
YJR044C	YIR018W	0.999843						1.000000	5.000000	0.521291
YGR172C	YPL248C	0.999833						1.000000	5.000000	0.528273
YML028W	YJL056C	0.999826						1.000000	5.000000	0.496280
YLR303W	YNL103W	0.999820						1.000000	5.000000	0.484559
YKL216W	YLR014C	0.999809						1.000000	5.000000	0.477943
YHL048W	YMR182C	0.999785						1.000000	5.000000	0.434020
YLR154W-C	YOR162C	0.999784						1.000000	5.000000	0.439280
YBR222C	YMR019W	0.999769						1.000000	5.000000	0.486364
YCL043C	YFL031W	0.999768						1.000000	5.000000	0.440791
YDL184C	YDR421W	0.999764						1.000000	5.000000	0.410811
YFL014W	YOL116W	0.999761						1.000000	5.000000	0.436863
YLR375W	YMR182C	0.999760						1.000000	5.000000	0.406197
YLR167W	YOR032C	0.999758						1.000000	5.000000	0.408267
YDR515W	YJR127C	0.999751						1.000000	5.000000	0.467838
YDR232W	YGL237C	0.999748						1.000000	5.000000	0.417991
YIR028W	YIR023W	0.999739						1.000000	5.000000	0.404365
YEL034W	YIL036W	0.999734						1.000000	5.000000	0.383119
YML028W	YKL015W	0.999706						1.000000	5.000000	0.360607
YGL253W	YGL035C	0.999705						1.000000	5.000000	0.389542
YNL327W	YDR146C	0.999700						1.000000	5.000000	0.390064
YHR094C	YKL038W	0.999694						1.000000	5.000000	0.370414
YEL021W	YLR014C	0.999687						1.000000	5.000000	0.406102
YBL002W	YGR249W	0.999683						1.000000	5.000000	0.353943
YBR039W	YOR358W	0.999682						1.000000	5.000000	0.355729
YJR007W	YBL005W	0.999680						1.000000	5.000000	0.382440
YJL190C	YLR223C	0.999673						1.000000	5.000000	0.359732
YJR139C	YOR032C	0.999663						1.000000	5.000000	0.360411
YBR092C	YDR081C	0.999661						1.000000	5.000000	0.375216
YIR032C	YKR034W	0.999652						1.000000	5.000000	0.354632
YGL253W	YKL038W	0.999648						1.000000	5.000000	0.360897
YDR298C	YKL109W	0.999643						1.000000	5.000000	0.397831
YNL104C	YLR451W	0.999624						1.000000	5.000000	0.348181
YOR136W	YDR043C	0.999623						1.000000	5.000000	0.340014
YHR179W	YJL089W	0.999613						1.000000	5.000000	0.337301
YJL034W	YFL031W	0.999604						1.000000	5.000000	0.327799
YPR149W	YDR216W	0.999596						1.000000	5.000000	0.333650
YFL014W	YMR172W	0.999595						1.000000	5.000000	0.319060
YGL226W	YHL009C	0.999592						1.000000	5.000000	0.388009
YKL164C	YDR146C	0.999592						1.000000	5.000000	0.317681
YDR232W	YHR178W	0.999588						1.000000	5.000000	0.333934
YKL006W	YNL314W	0.999586						1.000000	5.000000	0.328473
YHR208W	YLR451W	0.999580						1.000000	5.000000	0.343856
YML123C	YDL106C	0.999578						1.000000	5.000000	0.324733
YGR157W	YHL020C	0.999576						1.000000	5.000000	0.333136
YKL197C	YJR127C	0.999565						1.000000	5.000000	0.385273
YNL036W	YMR070W	0.999561						1.000000	5.000000	0.319753
YER001W	YOL089C	0.999530						1.000000	5.000000	0.316789
YDL182W	YDR463W	0.999521						1.000000	5.000000	0.322887
YBR278W	YDR501W	0.999520						0.000000	5.000000	0.383938
YOL039W	YLR223C	0.999510						1.000000	5.000000	0.317873
YNL117W	YER184C	0.999509						1.000000	5.000000	0.419274
YDR232W	YMR037C	0.999506						1.000000	5.000000	0.301309
YGR175C	YIR033W	0.999505						1.000000	5.000000	0.298960
YPR173C	YHL009C	0.999501						1.000000	5.000000	0.575829
YJL106W	YJR094C	0.999483						1.000000	5.000000	0.363862
YFR041C	YMR019W	0.999478						1.000000	5.000000	0.309805
YPL028W	YDR451C	0.999478						1.000000	5.000000	0.301906
YJL088W	YLR176C	0.999474						1.000000	5.000000	0.291213
YBL030C	YPL133C	0.999465						1.000000	5.000000	0.286808
YNL327W	YLR131C	0.999464						1.000000	5.000000	0.322812
YOR063W	YPL075W	0.999453						1.000000	5.000000	0.283241
YGL055W	YMR164C	0.999452						1.000000	5.000000	0.306059
YJR077C	YOR358W	0.999445						1.000000	5.000000	0.314077
YFR033C	YBR239C	0.999436						1.000000	5.000000	0.303338
YGR254W	YPL075W	0.999436						1.000000	5.000000	0.286006
YLR109W	YNL167C	0.999418						1.000000	5.000000	0.280167
YDL182W	YBL103C	0.999417						1.000000	5.000000	0.307564
YHR143W	YLR131C	0.999415						1.000000	5.000000	0.259401
YJR009C	YNL199C	0.999415						1.000000	5.000000	0.294377
YBR105C	YBR239C	0.999399						1.000000	5.000000	0.288592
YLR167W	YLR223C	0.999388						1.000000	5.000000	0.371359
YAL012W	YOL028C	0.999382						1.000000	5.000000	0.279749
YBL030C	YKL109W	0.999379						1.000000	5.000000	0.274460
YBR196C	YNL199C	0.999357						1.000000	5.000000	0.271591
YBR230C	YMR280C	0.999353						1.000000	5.000000	0.286406
YLR420W	YLR014C	0.999347						1.000000	5.000000	0.265263
YNL279W	YDR169C	0.999336						0.000000	5.000000	0.283956
YHR179W	YML099C	0.999332						1.000000	5.000000	0.266287
YDR377W	YKL109W	0.999331						1.000000	5.000000	0.253013
YHR018C	YBL103C	0.999321						1.000000	5.000000	0.299239
YKL182W	YHL020C	0.999316						1.000000	5.000000	0.250486
YGR204W	YOR358W	0.999313						1.000000	5.000000	0.309036
