random_seed	Test	Value	Num_Obs	AUPR	F1	MCC
52			38263	0.11012348297778106	0.21435793731041455	0.23416269088104757
53			38263	0.11914429247014838	0.20743639921722115	0.25196041640478034
54			38263	0.10470374740692376	0.20952380952380953	0.2339444401760986
55			38263	0.12141176785962961	0.20075757575757577	0.2532714141178286
56			38263	0.08541266404055843	0.18997912317327767	0.21618828435236565
57			38263	0.12032902905620398	0.22591362126245848	0.26644336440607536
58			38263	0.10254785791528183	0.21304347826086956	0.24308826043703038
59			38263	0.10034608665600618	0.1826654240447344	0.2139614035779167
60			38263	0.1290901632380501	0.22722820763956905	0.25516172217188804
61			38263	0.11486424403089164	0.2282828282828283	0.24956163499437284
