random_seed	Test	Value	Num_Obs	AUPR	F1	MCC
52			38293	0.040173093177023125	0.10692635496068664	0.001496690405927154
53			38293	0.04030974399890886	0.10653172647979225	0.0033197970985457143
54			38293	0.040941188582661395	0.10754476083019092	0.0006346899272352208
55			38293	0.03972622150271546	0.10626138383145661	-0.00019130134683134522
56			38293	0.041321555593818005	0.11013000118722546	-0.00027713430452309284
57			38293	0.03915056444321749	0.10379568884723525	0.0012208155819061846
58			38293	0.04299808267093982	0.11436769829883174	-0.00028020878449780986
59			38293	0.0397965791044391	0.10419452887537996	0.0013072939769980794
60			38293	0.04046739664213768	0.10671399609383701	0.00227871094768614
61			38293	0.04194013436094416	0.1103399128504725	0.0012294734551051858
