random_seed	Test	Value	Num_Obs	AUPR	F1	MCC
52			38225	0.1408342959660481	0.2281763180639585	0.253929914613095
53			38225	0.14820839696330393	0.23750000000000004	0.2691696695612937
54			38225	0.11945002801277108	0.2125340599455041	0.24340579982770275
55			38225	0.14895967307885186	0.23888404533565824	0.27446994937841046
56			38225	0.13840201354457676	0.23392857142857143	0.2637919714125614
57			38225	0.14492159632750382	0.22546972860125258	0.2743385717968948
58			38225	0.13818097415121477	0.233670653173873	0.2578450644379548
59			38225	0.1211749653030442	0.19911111111111113	0.23166424140937536
60			38225	0.1274886564306124	0.21311475409836061	0.2529388217716788
61			38225	0.14973965710157064	0.23677130044843048	0.2592220585634144
