target	regulator	combined_confidences	gold_standard	precision	recall	MCC	F1	prior	beta.sign.sum	var.exp.median
YBR092C	YDR081C	0.999976						1.000000	5.000000	1.000000
YLR360W	YOR230W	0.999976						1.000000	5.000000	1.000000
YBR092C	YMR043W	0.999976						1.000000	5.000000	1.000000
YLR360W	YGL013C	0.999976						1.000000	5.000000	1.000000
YBR092C	YIR018W	0.999976						1.000000	5.000000	1.000000
YJL178C	YLR013W	0.999976						1.000000	5.000000	1.000000
YCL063W	YLR098C	0.999976						1.000000	5.000000	1.000000
YCL063W	YIL131C	0.999976						1.000000	5.000000	1.000000
YLR360W	YBR083W	0.999976						1.000000	5.000000	1.000000
YIL162W	YGL209W	0.999968						1.000000	5.000000	1.000000
YIL162W	YGL035C	0.999967						1.000000	5.000000	1.000000
YIL162W	YDR043C	0.999959						1.000000	5.000000	1.000000
YKL096W	YBR182C	0.999945						1.000000	5.000000	0.805731
YCR005C	YDR213W	0.999940						1.000000	5.000000	0.791993
YBR222C	YMR019W	0.999938						1.000000	5.000000	0.789857
YIL162W	YOR028C	0.999936						1.000000	5.000000	1.000000
YIL162W	YCR084C	0.999933						1.000000	5.000000	1.000000
YJR148W	YJR147W	0.999933						1.000000	5.000000	0.735937
YFR017C	YER028C	0.999926						1.000000	5.000000	0.704474
YFR033C	YBR239C	0.999925						1.000000	5.000000	0.706029
YMR202W	YDR213W	0.999921						1.000000	5.000000	0.698966
YIL162W	YDR123C	0.999919						1.000000	5.000000	1.000000
YFL021W	YJL110C	0.999911						1.000000	5.000000	0.652239
YBR189W	YLR403W	0.999910	1.000000	1.000000	0.001466	0.038023	0.002928	0.000000	5.000000	0.683261
YLR325C	YLR403W	0.999908	0.000000	0.500000	0.001466	0.026505	0.002924	0.000000	5.000000	0.620930
YJR044C	YPR199C	0.999903						1.000000	5.000000	0.615316
YOR312C	YLR403W	0.999899	1.000000	0.666667	0.002933	0.043595	0.005839	0.000000	5.000000	0.693718
YDR025W	YLR403W	0.999897	1.000000	0.750000	0.004399	0.056767	0.008746	0.000000	5.000000	0.602063
YNL300W	YKL185W	0.999894						1.000000	5.000000	0.599513
YHR128W	YDR520C	0.999892						1.000000	5.000000	0.596643
YPR173C	YHL009C	0.999891						1.000000	5.000000	0.595394
YJL217W	YMR021C	0.999884						1.000000	5.000000	0.593986
YKL120W	YER169W	0.999880						1.000000	5.000000	0.584094
YCR005C	YOL067C	0.999871						1.000000	5.000000	0.560725
YCL043C	YFL031W	0.999870						1.000000	5.000000	0.559166
YML085C	YCR065W	0.999863						1.000000	5.000000	0.543194
YKL007W	YMR164C	0.999858						1.000000	5.000000	0.535160
YKR057W	YLR403W	0.999856	1.000000	0.800000	0.005865	0.067780	0.011645	0.000000	5.000000	0.530205
YNL327W	YDR146C	0.999847						1.000000	5.000000	0.526620
YFR017C	YLR403W	0.999846						1.000000	5.000000	0.513894
YDR174W	YJL089W	0.999843						1.000000	5.000000	0.520827
YNL312W	YDL170W	0.999839						1.000000	5.000000	0.511200
YKL164C	YDR146C	0.999834						1.000000	5.000000	0.526905
YIL052C	YLR403W	0.999830	1.000000	0.833333	0.007331	0.077398	0.014535	0.000000	5.000000	0.482112
YDR418W	YLR403W	0.999819						1.000000	5.000000	0.484369
YNR001C	YOL067C	0.999819						1.000000	5.000000	0.465607
YNR001C	YMR182C	0.999815						1.000000	5.000000	0.455232
YDR345C	YKL038W	0.999806						1.000000	5.000000	0.444351
YGL226W	YHL009C	0.999799						1.000000	5.000000	0.440094
YLR061W	YLR403W	0.999797						1.000000	5.000000	0.446950
YKR039W	YDR259C	0.999796						1.000000	5.000000	0.436297
YLR174W	YER184C	0.999796						1.000000	5.000000	0.432445
YML073C	YLR403W	0.999795	1.000000	0.857143	0.008798	0.086030	0.017417	0.000000	5.000000	0.507596
YOR293W	YLR403W	0.999793						0.000000	5.000000	0.494365
YDL083C	YLR403W	0.999787	1.000000	0.875000	0.010264	0.093919	0.020290	0.000000	5.000000	0.433565
YNL134C	YOL089C	0.999784						1.000000	5.000000	0.427266
YHR141C	YLR403W	0.999778						0.000000	5.000000	0.385380
YLR344W	YLR403W	0.999769	1.000000	0.888889	0.011730	0.101224	0.023155	0.000000	5.000000	0.420776
YDL048C	YER169W	0.999769						1.000000	5.000000	0.419385
YFR033C	YKL109W	0.999765						1.000000	5.000000	0.418192
YJL177W	YLR403W	0.999762	1.000000	0.900000	0.013196	0.108056	0.026012	0.000000	5.000000	0.421812
YMR202W	YCR065W	0.999759						1.000000	5.000000	0.405754
YDR050C	YPL075W	0.999757						1.000000	5.000000	0.404593
YAL062W	YPR199C	0.999756						1.000000	5.000000	0.408699
YNR001C	YKL109W	0.999751						1.000000	5.000000	0.400227
YNL036W	YMR070W	0.999750						1.000000	5.000000	0.397879
YOL121C	YLR403W	0.999747	1.000000	0.909091	0.014663	0.114494	0.028860	0.000000	5.000000	0.429623
YBR208C	YKR034W	0.999737						1.000000	5.000000	0.380667
YIR032C	YKR034W	0.999735						1.000000	5.000000	0.389949
YJL136C	YLR403W	0.999735	1.000000	0.916667	0.016129	0.120598	0.031700	0.000000	5.000000	0.381984
YHR183W	YDR310C	0.999726						1.000000	5.000000	0.389356
YBR072W	YJL056C	0.999721						1.000000	5.000000	0.386544
YMR202W	YMR070W	0.999716						1.000000	5.000000	0.379457
YBR137W	YDR520C	0.999713						1.000000	5.000000	0.376926
YER065C	YER184C	0.999710						1.000000	5.000000	0.377687
YPR132W	YLR403W	0.999708						1.000000	5.000000	0.387792
YML026C	YLR403W	0.999708	1.000000	0.923077	0.017595	0.126415	0.034532	0.000000	5.000000	0.374959
YKL180W	YLR403W	0.999707	1.000000	0.928571	0.019062	0.131981	0.037356	0.000000	5.000000	0.437977
YDL075W	YPL177C	0.999702						1.000000	5.000000	0.373274
YLL045C	YLR403W	0.999699						1.000000	5.000000	0.358688
YDR450W	YLR403W	0.999690						1.000000	5.000000	0.367458
YJR139C	YOR032C	0.999688						1.000000	5.000000	0.368669
YLR438W	YML099C	0.999687						1.000000	5.000000	0.366099
YKL216W	YLR014C	0.999685						1.000000	5.000000	0.365735
YDL075W	YOR032C	0.999677						1.000000	5.000000	0.362467
YNL117W	YER184C	0.999673						1.000000	5.000000	0.362014
YCL025C	YHR006W	0.999668						1.000000	5.000000	0.360351
YEL021W	YLR014C	0.999656						1.000000	5.000000	0.355106
YKL060C	YPL075W	0.999654	0.000000	0.866667	0.019062	0.127368	0.037303	0.000000	5.000000	0.358278
YMR143W	YLR403W	0.999653						1.000000	5.000000	0.353360
YCR005C	YMR280C	0.999650						1.000000	5.000000	0.349901
YJL190C	YLR403W	0.999642						0.000000	5.000000	0.336862
YKR097W	YER184C	0.999641						1.000000	5.000000	0.348825
YNL302C	YLR403W	0.999641						1.000000	5.000000	0.348474
YLR333C	YLR403W	0.999640	1.000000	0.875000	0.020528	0.132832	0.040115	0.000000	5.000000	0.350041
YHR094C	YKL038W	0.999633						1.000000	5.000000	0.345022
YGL031C	YLR403W	0.999629	1.000000	0.882353	0.021994	0.138091	0.042918	0.000000	5.000000	0.354439
YCR031C	YLR403W	0.999627						1.000000	5.000000	0.365390
YNR001C	YBL021C	0.999617						1.000000	5.000000	0.345591
